id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
10832299,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off Black] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820628,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off Gold] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820627,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off Green] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820629,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off Orange] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820630,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off Red] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820626,Basketball Cards 2025 Topps,Cam Thomas [Season Tip-Off] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11326863,Basketball Cards 2025 Topps,Cam Thomas [Surge] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10818436,Basketball Cards 2025 Topps,Cam Thomas [Team Color Border] #11,$3.99,,$7.00,$13.49,$26.64,$40.20,$52.00,$32.00,$24.00,,,$0.90,$4.39,,,$1.50,$7.69,,27,,,,,2025-10-23
10820597,Basketball Cards 2025 Topps,Cam Thomas [Topps Foil Pattern] #11,$1.24,,,,,,,,,,,,$1.39,,,,,,1,,,,,2025-10-23
10820598,Basketball Cards 2025 Topps,Cam Thomas [Victory] #11,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820613,Basketball Cards 2025 Topps,Cam Thomas [Wood] #11,$35.00,,,,,,,,,,,$15.60,$38.99,,,,,,1,,,,,2025-10-23
10818516,Basketball Cards 2025 Topps,Cameron Johnson #13,$0.99,,,,,,,,,,,,$1.09,,,,,,1,,,,,2025-10-23
10819961,Basketball Cards 2025 Topps,Cameron Johnson #273,$0.25,,,,,,,,,,,,$0.99,,,,,,0,,,,,2025-10-23
10820724,Basketball Cards 2025 Topps,Cameron Johnson [Black Crackleboard] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832417,Basketball Cards 2025 Topps,Cameron Johnson [Black Crackleboard] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820713,Basketball Cards 2025 Topps,Cameron Johnson [Black Diamante] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832391,Basketball Cards 2025 Topps,Cameron Johnson [Black Diamante] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11547482,Basketball Cards 2025 Topps,Cameron Johnson [Black Friday Shimmer] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11547734,Basketball Cards 2025 Topps,Cameron Johnson [Black Friday Shimmer] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820704,Basketball Cards 2025 Topps,Cameron Johnson [Black Rainbow] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832367,Basketball Cards 2025 Topps,Cameron Johnson [Black Rainbow] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820697,Basketball Cards 2025 Topps,Cameron Johnson [Black] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832355,Basketball Cards 2025 Topps,Cameron Johnson [Black] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10818530,Basketball Cards 2025 Topps,Cameron Johnson [Blackout] #13,$4.00,,$6.35,$12.36,$24.49,$36.90,$48.00,$30.00,$22.00,,,$0.90,$4.39,,,$1.40,$6.99,,1,,,,,2025-10-23
10819962,Basketball Cards 2025 Topps,Cameron Johnson [Blackout] #273,$1.74,,,,,,,,,,,,$1.89,,,,,,30,,,,,2025-10-23
10820694,Basketball Cards 2025 Topps,Cameron Johnson [Blue Rainbow] #13,$0.99,,,,,,,,,,,,$1.09,,,,,,1,,,,,2025-10-23
10832350,Basketball Cards 2025 Topps,Cameron Johnson [Blue Rainbow] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832298,Basketball Cards 2025 Topps,Cameron Johnson [Blue Sandglitter] #13,$1.12,,$6.02,$11.78,$23.37,$35.17,$46.00,$28.00,$21.00,,,,$1.19,,,$1.30,$6.59,,8,,,,,2025-10-23
10832339,Basketball Cards 2025 Topps,Cameron Johnson [Blue Sandglitter] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11327331,Basketball Cards 2025 Topps,Cameron Johnson [Cart Load] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11327964,Basketball Cards 2025 Topps,Cameron Johnson [Cart Load] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10818533,Basketball Cards 2025 Topps,Cameron Johnson [Clear] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10819964,Basketball Cards 2025 Topps,Cameron Johnson [Clear] #273,$16.26,,,,,,,,,,,$4.50,$17.99,,,,,,1,,,,,2025-10-23
10820721,Basketball Cards 2025 Topps,Cameron Johnson [Crackleboard] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832410,Basketball Cards 2025 Topps,Cameron Johnson [Crackleboard] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11327472,Basketball Cards 2025 Topps,Cameron Johnson [Cyber Circuit] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11328011,Basketball Cards 2025 Topps,Cameron Johnson [Cyber Circuit] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820709,Basketball Cards 2025 Topps,Cameron Johnson [Diamante] #13,$2.00,,,,,,,,,,,,$2.19,,,,,,0,,,,,2025-10-23
10832380,Basketball Cards 2025 Topps,Cameron Johnson [Diamante] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11324590,Basketball Cards 2025 Topps,Cameron Johnson [Doorbuster] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11324849,Basketball Cards 2025 Topps,Cameron Johnson [Doorbuster] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
